Code,Item,Group,Region_Number,REGION_NAME,State_Name,Average_Annual_Percent_Growth,Year,Value
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2006,8917
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2007,9118
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2008,9309
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2009,9450
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2010,9575
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2011,9659
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2012,9752
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2013,9847
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2014,9937
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2015,10037
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2016,10162
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2017,10276
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2018,10391
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2019,10501
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2020,10601
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1991,636
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1992,638
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1993,641
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1994,645
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1995,648
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1996,650
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1997,650
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1998,648
11,Population (Thousands),State,4,Plains,North Dakota,0.6,1999,644
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2000,642
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2001,639
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2002,638
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2003,639
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2004,645
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2005,646
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2006,649
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2007,653
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2008,658
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2009,665
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2010,675
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2011,686
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2012,702
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2013,723
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2014,739
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2015,756
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2016,756
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2017,757
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2018,760
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2019,764
11,Population (Thousands),State,4,Plains,North Dakota,0.6,2020,765
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1991,10946
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1992,11029
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1993,11101
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1994,11152
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1995,11203
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1996,11243
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1997,11277
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1998,11312
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,1999,11335
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2000,11364
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2001,11387
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2002,11408
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2003,11435
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2004,11452
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2005,11463
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2006,11481
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2007,11500
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2008,11515
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2009,11529
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2010,11539
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2011,11546
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2012,11551
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2013,11580
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2014,11607
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2015,11622
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2016,11640
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2017,11666
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2018,11681
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2019,11697
11,Population (Thousands),State,3,Great Lakes,Ohio,0.2,2020,11693
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1991,3175
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1992,3221
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1993,3252
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1994,3281
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1995,3308
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1996,3340
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1997,3373
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1998,3405
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,1999,3437
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2000,3454
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2001,3467
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2002,3489
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2003,3505
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2004,3525
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2005,3549
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2006,3594
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2007,3634
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2008,3669
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2009,3718
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2010,3760
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2011,3789
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2012,3819
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2013,3854
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2014,3879
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2015,3911
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2016,3928
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2017,3934
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2018,3943
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2019,3961
11,Population (Thousands),State,6,Southwest,Oklahoma,0.8,2020,3981
11,Population (Thousands),State,8,Far West,Oregon,1.3,1991,2929
11,Population (Thousands),State,8,Far West,Oregon,1.3,1992,2992
11,Population (Thousands),State,8,Far West,Oregon,1.3,1993,3060
11,Population (Thousands),State,8,Far West,Oregon,1.3,1994,3121
11,Population (Thousands),State,8,Far West,Oregon,1.3,1995,3184
11,Population (Thousands),State,8,Far West,Oregon,1.3,1996,3247
11,Population (Thousands),State,8,Far West,Oregon,1.3,1997,3304
11,Population (Thousands),State,8,Far West,Oregon,1.3,1998,3352
11,Population (Thousands),State,8,Far West,Oregon,1.3,1999,3394
11,Population (Thousands),State,8,Far West,Oregon,1.3,2000,3430
11,Population (Thousands),State,8,Far West,Oregon,1.3,2001,3468
11,Population (Thousands),State,8,Far West,Oregon,1.3,2002,3513
11,Population (Thousands),State,8,Far West,Oregon,1.3,2003,3547
11,Population (Thousands),State,8,Far West,Oregon,1.3,2004,3569
11,Population (Thousands),State,8,Far West,Oregon,1.3,2005,3613
11,Population (Thousands),State,8,Far West,Oregon,1.3,2006,3671
11,Population (Thousands),State,8,Far West,Oregon,1.3,2007,3722
11,Population (Thousands),State,8,Far West,Oregon,1.3,2008,3769
11,Population (Thousands),State,8,Far West,Oregon,1.3,2009,3809
11,Population (Thousands),State,8,Far West,Oregon,1.3,2010,3838
11,Population (Thousands),State,8,Far West,Oregon,1.3,2011,3873
11,Population (Thousands),State,8,Far West,Oregon,1.3,2012,3900
11,Population (Thousands),State,8,Far West,Oregon,1.3,2013,3924
11,Population (Thousands),State,8,Far West,Oregon,1.3,2014,3965
11,Population (Thousands),State,8,Far West,Oregon,1.3,2015,4019
11,Population (Thousands),State,8,Far West,Oregon,1.3,2016,4093
11,Population (Thousands),State,8,Far West,Oregon,1.3,2017,4147
11,Population (Thousands),State,8,Far West,Oregon,1.3,2018,4184
11,Population (Thousands),State,8,Far West,Oregon,1.3,2019,4216
11,Population (Thousands),State,8,Far West,Oregon,1.3,2020,4242
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1991,11982
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1992,12049
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1993,12120
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1994,12166
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1995,12198
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1996,12220
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1997,12228
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1998,12246
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,1999,12264
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2000,12284
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2001,12299
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2002,12331
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2003,12375
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2004,12411
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2005,12450
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2006,12511
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2007,12564
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2008,12612
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2009,12667
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2010,12711
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2011,12747
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2012,12769
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2013,12780
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2014,12792
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2015,12790
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2016,12788
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2017,12795
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2018,12809
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2019,12799
11,Population (Thousands),State,2,Mideast,Pennsylvania,0.2,2020,12783
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1991,1011
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1992,1013
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1993,1015
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1994,1016
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1995,1017
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1996,1021
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1997,1025
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1998,1031
11,Population (Thousands),State,1,New England,Rhode Island,0.2,1999,1040
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2000,1050
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2001,1057
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2002,1066
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2003,1071
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2004,1075
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2005,1068
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2006,1063
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2007,1057
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2008,1055
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2009,1054
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2010,1054
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2011,1054
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2012,1055
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2013,1056
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2014,1057
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2015,1057
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2016,1058
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2017,1057
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2018,1059
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2019,1058
11,Population (Thousands),State,1,New England,Rhode Island,0.2,2020,1057
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1991,3570
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1992,3620
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1993,3663
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1994,3705
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1995,3749
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1996,3796
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1997,3860
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1998,3919
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,1999,3975
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2000,4024
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2001,4065
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2002,4108
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2003,4150
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2004,4211
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2005,4270
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2006,4358
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2007,4444
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2008,4529
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2009,4590
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2010,4636
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2011,4673
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2012,4719
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2013,4766
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2014,4827
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2015,4896
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2016,4963
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2017,5027
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2018,5092
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2019,5158
11,Population (Thousands),State,5,Southeast,South Carolina,1.3,2020,5218
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1991,704
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1992,713
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1993,722
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1994,731
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1995,738
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1996,742
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1997,744
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1998,746
11,Population (Thousands),State,4,Plains,South Dakota,0.8,1999,750
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2000,756
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2001,758
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2002,760
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2003,764
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2004,770
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2005,775
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2006,783
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2007,792
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2008,799
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2009,807
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2010,816
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2011,824
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2012,834
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2013,843
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2014,850
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2015,855
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2016,864
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2017,874
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2018,879
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2019,887
11,Population (Thousands),State,4,Plains,South Dakota,0.8,2020,893
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1991,4967
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1992,5050
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1993,5138
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1994,5231
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1995,5327
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1996,5417
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1997,5499
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1998,5570
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,1999,5639
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2000,5704
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2001,5751
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2002,5796
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2003,5848
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2004,5911
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2005,5991
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2006,6089
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2007,6176
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2008,6247
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2009,6306
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2010,6356
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2011,6400
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2012,6456
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2013,6497
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2014,6545
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2015,6595
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2016,6651
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2017,6715
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2018,6778
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2019,6830
11,Population (Thousands),State,5,Southeast,Tennessee,1.1,2020,6887
11,Population (Thousands),State,6,Southwest,Texas,1.8,1991,17398
11,Population (Thousands),State,6,Southwest,Texas,1.8,1992,17760
11,Population (Thousands),State,6,Southwest,Texas,1.8,1993,18162
11,Population (Thousands),State,6,Southwest,Texas,1.8,1994,18564
11,Population (Thousands),State,6,Southwest,Texas,1.8,1995,18959
11,Population (Thousands),State,6,Southwest,Texas,1.8,1996,19340
11,Population (Thousands),State,6,Southwest,Texas,1.8,1997,19740
11,Population (Thousands),State,6,Southwest,Texas,1.8,1998,20158
11,Population (Thousands),State,6,Southwest,Texas,1.8,1999,20558
11,Population (Thousands),State,6,Southwest,Texas,1.8,2000,20944
11,Population (Thousands),State,6,Southwest,Texas,1.8,2001,21320
11,Population (Thousands),State,6,Southwest,Texas,1.8,2002,21690
11,Population (Thousands),State,6,Southwest,Texas,1.8,2003,22031
11,Population (Thousands),State,6,Southwest,Texas,1.8,2004,22394
11,Population (Thousands),State,6,Southwest,Texas,1.8,2005,22778
11,Population (Thousands),State,6,Southwest,Texas,1.8,2006,23360
11,Population (Thousands),State,6,Southwest,Texas,1.8,2007,23832
11,Population (Thousands),State,6,Southwest,Texas,1.8,2008,24309
11,Population (Thousands),State,6,Southwest,Texas,1.8,2009,24802
11,Population (Thousands),State,6,Southwest,Texas,1.8,2010,25242
11,Population (Thousands),State,6,Southwest,Texas,1.8,2011,25646
11,Population (Thousands),State,6,Southwest,Texas,1.8,2012,26084
11,Population (Thousands),State,6,Southwest,Texas,1.8,2013,26480
11,Population (Thousands),State,6,Southwest,Texas,1.8,2014,26963
11,Population (Thousands),State,6,Southwest,Texas,1.8,2015,27469
11,Population (Thousands),State,6,Southwest,Texas,1.8,2016,27914
11,Population (Thousands),State,6,Southwest,Texas,1.8,2017,28291
11,Population (Thousands),State,6,Southwest,Texas,1.8,2018,28625
11,Population (Thousands),State,6,Southwest,Texas,1.8,2019,28987
11,Population (Thousands),State,6,Southwest,Texas,1.8,2020,29361
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1991,1780
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1992,1837
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1993,1898
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1994,1960
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1995,2014
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1996,2068
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1997,2120
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1998,2166
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,1999,2203
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2000,2245
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2001,2284
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2002,2325
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2003,2360
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2004,2402
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2005,2458
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2006,2526
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2007,2598
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2008,2663
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2009,2723
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2010,2775
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2011,2815
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2012,2854
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2013,2899
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2014,2938
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2015,2984
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2016,3044
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2017,3104
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2018,3155
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2019,3203
11,Population (Thousands),State,7,Rocky Mountains,Utah,2.1,2020,3250
11,Population (Thousands),State,1,New England,Vermont,0.3,1991,569
11,Population (Thousands),State,1,New England,Vermont,0.3,1992,573
11,Population (Thousands),State,1,New England,Vermont,0.3,1993,578
11,Population (Thousands),State,1,New England,Vermont,0.3,1994,584
11,Population (Thousands),State,1,New England,Vermont,0.3,1995,589
11,Population (Thousands),State,1,New England,Vermont,0.3,1996,594
11,Population (Thousands),State,1,New England,Vermont,0.3,1997,597
11,Population (Thousands),State,1,New England,Vermont,0.3,1998,600
11,Population (Thousands),State,1,New England,Vermont,0.3,1999,605
11,Population (Thousands),State,1,New England,Vermont,0.3,2000,610
11,Population (Thousands),State,1,New England,Vermont,0.3,2001,612
11,Population (Thousands),State,1,New England,Vermont,0.3,2002,615
11,Population (Thousands),State,1,New England,Vermont,0.3,2003,618
11,Population (Thousands),State,1,New England,Vermont,0.3,2004,620
11,Population (Thousands),State,1,New England,Vermont,0.3,2005,621
11,Population (Thousands),State,1,New England,Vermont,0.3,2006,623
11,Population (Thousands),State,1,New England,Vermont,0.3,2007,623
11,Population (Thousands),State,1,New England,Vermont,0.3,2008,624
11,Population (Thousands),State,1,New England,Vermont,0.3,2009,625
11,Population (Thousands),State,1,New England,Vermont,0.3,2010,626
11,Population (Thousands),State,1,New England,Vermont,0.3,2011,627
11,Population (Thousands),State,1,New England,Vermont,0.3,2012,626
11,Population (Thousands),State,1,New England,Vermont,0.3,2013,627
11,Population (Thousands),State,1,New England,Vermont,0.3,2014,626
11,Population (Thousands),State,1,New England,Vermont,0.3,2015,626
11,Population (Thousands),State,1,New England,Vermont,0.3,2016,624
11,Population (Thousands),State,1,New England,Vermont,0.3,2017,625
11,Population (Thousands),State,1,New England,Vermont,0.3,2018,625
11,Population (Thousands),State,1,New England,Vermont,0.3,2019,624
11,Population (Thousands),State,1,New England,Vermont,0.3,2020,623
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1991,6301
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1992,6414
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1993,6510
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1994,6593
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1995,6671
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1996,6751
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1997,6829
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1998,6901
11,Population (Thousands),State,5,Southeast,Virginia,1.1,1999,7000
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2000,7106
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2001,7198
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2002,7287
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2003,7367
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2004,7476
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2005,7577
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2006,7674
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2007,7751
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2008,7833
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2009,7926
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2010,8024
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2011,8102
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2012,8187
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2013,8256
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2014,8315
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2015,8367
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2016,8418
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2017,8471
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2018,8511
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2019,8557
11,Population (Thousands),State,5,Southeast,Virginia,1.1,2020,8591
